ath:AT1G68090	PF00191,PF10073
ath:AT5G65380	PF01554
ath:AT5G61420	PF00249,PF13921
ath:AT5G47010	PF00004,PF00270,PF00437,PF00448,PF00580,PF01443,PF01695,PF02374,PF02562,PF04851,PF05127,PF06745,PF08069,PF09416,PF09848,PF12846,PF13086,PF13087,PF13191,PF13245,PF13481,PF13604
ath:AT5G39560	PF00646,PF01344,PF07646,PF07893,PF12937,PF13415,PF13418,PF13854,PF13964
ath:AT5G13910	PF00847
ath:AT3G06140	PF00097,PF03854,PF13639,PF13920,PF13923,PF14447,PF14570,PF14634
ath:AT5G53970	PF00155,PF00215,PF00266,PF01041,PF01053,PF01212
ath:AT5G35600	PF00850
ath:AT4G09012	PF00069,PF09809
ath:AT3G57810	PF02338
ath:AT3G20550	PF00498
ath:AT2G30105	PF00240,PF00560,PF08817,PF11976,PF12799,PF13306,PF13504,PF13855,PF14560,PF14580
ath:AT4G32730	PF00249,PF11626,PF13921
ath:AT1G64450	PF01391,PF03168
ath:AT1G16940	PF00646,PF01885,PF05725,PF07723,PF08387,PF12937,PF13855
ath:AT1G73440	PF00036,PF02809,PF10591,PF13202,PF13405,PF13499,PF13833,PF14292,PF14812
ath:AT1G01370	PF00125,PF04642,PF12465
ath:AT5G60090	PF00069,PF07714
ath:AT5G49840	PF00004,PF00005,PF00158,PF00270,PF00437,PF00493,PF00503,PF01078,PF01695,PF02127,PF02562,PF02724,PF04851,PF05496,PF05729,PF07724,PF07728,PF10431,PF13173,PF13191,PF13207,PF13238,PF13245,PF13401,PF13479,PF13555,PF13671,PF14532
ath:AT3G56480	PF00521,PF03299
ath:AT1G38630	PF03008,PF14590
ath:AT3G08970	PF00226,PF13848
ath:AT1G78690	PF01553
ath:AT1G23060	PF10631
ath:AT3G16420	PF01419,PF12237
ath:AT1G65990	PF00578,PF00646,PF07734,PF08268,PF08534,PF11459,PF12937
ath:AT5G35603	PF04949,PF11690
ath:AT5G20350	PF00023,PF01529,PF12796,PF13606,PF13637,PF13857
ath:AT4G28600	PF00515,PF07719,PF12895,PF13181,PF13371,PF13414,PF13424,PF13428,PF13432,PF14559
ath:AT4G04040	PF00365
ath:AT5G42040	PF03399,PF10075
ath:AT5G35604	PF00804,PF04156,PF04642,PF05701,PF07303,PF09432,PF12325
ath:AT2G27790	PF00076,PF11608,PF13893,PF14259
ath:AT5G56280	PF01398,PF06046,PF13012
ath:AT5G16220	PF00564
ath:AT3G61830	PF02309,PF02362,PF06507
ath:AT3G52840	PF01301,PF02449,PF02837,PF13364
ath:AT2G23830	PF00635
ath:AT5G52320	PF00067
ath:AT5G04810	PF00076,PF01535,PF02847,PF08579,PF12854,PF12921,PF13041,PF13812,PF13893,PF14259
ath:AT1G20960	PF00270,PF00271,PF00437,PF01695,PF02562,PF02889,PF04851,PF08767,PF13086,PF13401
ath:AT2G31600	PF08879,PF13891
ath:AT5G44870	PF00004,PF00005,PF00931,PF01582,PF03205,PF03266,PF03308,PF05729,PF07725,PF07726,PF12799,PF13173,PF13191,PF13207,PF13238,PF13401,PF13479,PF13671,PF13676,PF13855
ath:AT4G01940	PF01106,PF12965
ath:AT3G48710	PF08766
ath:AT1G79910	PF03398
ath:AT3G11450	PF00226,PF00249,PF13921
ath:AT1G07840	PF04000,PF10070
ath:AT5G66560	PF00651,PF03000
ath:AT4G23630	PF01925,PF02453
ath:AT1G55350	PF00648,PF01067,PF13385
ath:AT2G45840	PF03739,PF04341,PF05686
ath:AT3G07320	PF00332,PF07983
ath:AT3G47380	PF04043,PF08824
ath:AT2G30270	PF04525
ath:AT2G04450	PF00293,PF11480,PF12582
ath:AT5G62920	PF00072
ath:AT5G48510	PF00651
ath:AT5G11250	PF00004,PF00005,PF00560,PF00910,PF00931,PF01582,PF01637,PF03215,PF03266,PF05496,PF05729,PF07725,PF08937,PF12799,PF13173,PF13191,PF13207,PF13238,PF13306,PF13401,PF13671,PF13676,PF13855
ath:AT4G37870	PF01293,PF08157,PF13191,PF13671
ath:AT4G19500	PF00931,PF01582,PF04852,PF05729,PF07725,PF12799,PF13173,PF13191,PF13401,PF13855
ath:AT3G01175	PF07543,PF07891,PF10198
ath:AT2G17150	PF02042,PF14215
ath:AT1G60700	PF00498
ath:AT2G26140	PF00004,PF00005,PF00158,PF00428,PF01057,PF01078,PF01434,PF01695,PF05496,PF05729,PF06068,PF06414,PF07724,PF07728,PF08878,PF11988,PF13173,PF13191,PF13207,PF13238,PF13245,PF13401,PF13481,PF13521,PF13671,PF14350
ath:AT5G25490	PF00641
ath:AT5G07120	PF00787,PF03114,PF06456,PF09325,PF10456
ath:AT2G18690	PF06161
ath:AT2G40550	PF09739,PF13615
ath:AT5G47180	PF00635,PF01763,PF05615,PF13864
ath:AT4G09180	PF00010,PF12179
ath:AT3G43740	PF00560,PF08263,PF12799,PF13516,PF13855
ath:AT1G79915	PF05175,PF10294,PF12847
ath:AT1G10320	PF00076,PF00642,PF13893
ath:AT1G74940	PF04570,PF06467
ath:AT5G61590	PF00847,PF10500
ath:AT1G11860	PF01571,PF04268,PF08669
ath:AT1G32010	PF06295
ath:AT1G24560	PF05701,PF08286,PF11336,PF11559,PF11932
ath:AT2G22500	PF00153
ath:AT1G50380	PF00326,PF02129,PF02897,PF05448,PF12695,PF12697
ath:AT3G17920	PF00560,PF12799,PF13516,PF13855,PF14580
ath:AT1G02870	PF09420,PF14462
ath:AT5G35770	PF00400,PF12937
ath:AT3G57980	PF00249,PF00439,PF04859,PF13837,PF13873
ath:AT3G02350	PF01501
ath:AT1G72070	PF00226,PF12424
ath:AT3G24040	PF02485
ath:AT5G57460	PF10291
ath:AT5G48515	PF01097,PF05453,PF15269
ath:AT5G09950	PF01535,PF12854,PF13041,PF13431,PF13812,PF14432
ath:AT4G27230	PF00125,PF00808
ath:AT4G14530	PF11463,PF11641
ath:AT2G21170	PF00121
ath:AT3G16590	PF00646,PF07734,PF12937
ath:AT2G36740	PF04438,PF05764,PF08265
ath:AT5G65230	PF00249,PF13921
ath:AT5G17720	PF00561,PF06342,PF06821,PF10230,PF12146,PF12695,PF12697
ath:AT4G28770	PF00335,PF04103,PF10176,PF11188
ath:AT5G53820	PF00430,PF02987,PF03763,PF04691,PF05957,PF12732
ath:AT5G39410	PF01370,PF03435
ath:AT5G02150	PF02985,PF07571,PF08064,PF10508,PF11698,PF13646,PF14500
ath:AT3G46050	PF00646,PF01344,PF07646,PF12937,PF13415,PF13418,PF13854,PF13964
ath:AT1G51600	PF00320,PF06200,PF06203,PF09425,PF09814
ath:AT3G20400	PF07734
ath:AT5G16390	PF00364,PF01597,PF13375,PF13533
ath:AT3G60460	PF00249,PF13921
ath:AT3G12950	PF08192
ath:AT3G21940	PF01657
ath:AT1G64300	PF00069,PF06293,PF06760,PF07714,PF14531
ath:AT5G12430	PF00226,PF00515,PF07719,PF12895,PF13181,PF13414,PF13424,PF14559
ath:AT1G01220	PF00288,PF07959,PF08544
ath:AT1G65840	PF00070,PF00890,PF01134,PF01262,PF01266,PF01494,PF01593,PF01946,PF03486,PF05834,PF07992,PF12831,PF13450,PF13454,PF13738
ath:AT5G52490	PF01135,PF01269,PF08704
ath:AT5G04980	PF03066,PF03372,PF09026,PF10446,PF10486,PF14812
ath:AT3G56330	PF02005,PF13704
ath:AT2G31770	PF00097,PF01485,PF13445,PF13639,PF13923,PF14634
ath:AT1G15460	PF00955
ath:AT3G08820	PF01535,PF12854,PF13041,PF13176,PF13431,PF13812,PF14432
ath:AT1G78540	PF00017,PF13385
ath:AT5G26670	PF03283
ath:AT4G31250	PF00069,PF07714,PF08263,PF12273,PF12799,PF13855,PF13908,PF14531,PF15330
ath:AT3G48880	PF00646,PF12799,PF12937,PF13855
ath:AT1G37150	PF02237,PF03099
ath:AT4G28775	PF04368
ath:AT4G18130	PF00360,PF00512,PF00989,PF01590,PF02518,PF08446,PF08448,PF13426
ath:AT4G05430	PF07983
ath:AT3G07490	PF00036,PF02037,PF04157,PF09279,PF10591,PF12763,PF13202,PF13405,PF13499,PF13833,PF14658
ath:AT3G01020	PF01592
ath:AT5G56130	PF00400,PF00780,PF04762,PF06977,PF08662,PF08801,PF11715,PF12894
ath:AT5G08620	PF00270,PF00271,PF04851,PF14706
ath:AT4G19670	PF00075,PF00097,PF01485,PF13456,PF13639,PF13923
ath:AT3G12955	PF02519,PF13280
ath:AT3G21945	PF01657
ath:AT1G20810	PF00254
ath:AT3G15260	PF00481,PF07228,PF13672
ath:AT5G48680	PF00536,PF05084,PF07647,PF09405
ath:AT5G44720	PF03473,PF03476
ath:AT5G26673	PF05501,PF10500
ath:AT1G60870	PF06780,PF07586,PF12501,PF13147
ath:AT1G01225	PF04970,PF05903
ath:AT3G11300	PF00786,PF12776
ath:AT5G66410	PF00085,PF02114
ath:AT5G18900	PF01549,PF03171,PF13640,PF13661
ath:AT5G07290	PF00076,PF04059,PF13893,PF14259
ath:AT3G51360	PF00026,PF14541,PF14543
ath:AT1G10490	PF00270,PF00583,PF05127,PF08351,PF13401,PF13718,PF13725
ath:AT3G03850	PF02519
ath:AT1G55200	PF00069,PF01636,PF01645,PF07714,PF12077
ath:AT5G58960	PF04859,PF05529,PF08910
ath:AT3G25540	PF03798,PF14018
ath:AT1G47750	PF05648
ath:AT1G32180	PF00535,PF03552,PF13632,PF13641
ath:AT2G30120	PF04102,PF07716,PF11559
ath:AT1G69440	PF02170,PF02171,PF08699
ath:AT5G43390	PF08770,PF11443,PF13768
ath:AT5G11100	PF00168
ath:AT4G37720	PF06404
ath:AT4G13160	PF04576,PF09746
ath:AT4G00460	PF03759
ath:AT2G17000	PF00924,PF12009
ath:AT2G22670	PF02309
ath:AT1G06360	PF00487
ath:AT2G04300	PF00069,PF00560,PF03707,PF07714,PF11857,PF12259,PF12799,PF12819,PF13504,PF13516,PF13855
ath:AT5G51160	PF00023,PF12796,PF13606,PF13637,PF13857,PF13962
ath:AT4G22150	PF00789,PF08059
ath:AT1G28050	PF00643,PF06203,PF09425,PF14239
ath:AT2G18540	PF00190,PF02311,PF05899,PF07883
ath:AT2G40400	PF04187,PF11891,PF13686
ath:AT2G44360	PF00533,PF05531,PF06780,PF15497
ath:AT5G25340	PF00240
ath:AT5G17890	PF00004,PF00412,PF00931,PF07725,PF12315,PF12799,PF13173,PF13191,PF13207,PF13401,PF13676,PF13855
ath:AT4G36390	PF00919,PF01938,PF04055
ath:AT2G32950	PF00097,PF00400,PF04564,PF05073,PF07889,PF13445,PF13639,PF13920,PF13923,PF14634,PF15227
ath:AT2G37925	PF04145
ath:AT1G20816	PF13621
ath:AT5G61440	PF00085,PF02114,PF13098,PF13905
ath:AT5G47030	PF02823
ath:AT5G39580	PF00141
ath:AT5G13930	PF00195,PF02797,PF08392,PF08541,PF08545
ath:AT1G02720	PF01501
ath:AT1G11710	PF01535,PF10037,PF12854,PF13041,PF13812
ath:AT3G06160	PF02362
ath:AT5G53990	PF00201,PF03033,PF13439,PF13528,PF13579
ath:AT5G35620	PF01652
ath:AT3G57830	PF00069,PF00560,PF05725,PF07714,PF08263,PF12799,PF13855
ath:AT3G20570	PF02298
ath:AT2G14900	PF02704
ath:AT3G02200	PF01399,PF07056
ath:AT1G51770	PF02485
ath:AT5G09800	PF04564,PF05536,PF07911,PF08167,PF11789
ath:AT4G32750	PF09451
ath:AT1G64470	PF00240,PF11976
ath:AT1G16960	PF05424,PF13467
ath:AT2G04305	PF01544,PF11927
ath:AT1G73460	PF00069,PF07714
ath:AT1G55207	PF01781
ath:AT3G16440	PF01419
ath:AT1G01390	PF00201
ath:AT5G49860	PF01419
ath:AT2G13570	PF00125,PF00808,PF12306,PF13888
ath:AT3G08990	PF03226,PF07975,PF11648
ath:AT1G23080	PF03547
ath:AT4G28620	PF00005,PF00664,PF00931,PF01580,PF01926,PF01935,PF02463,PF03193,PF03205,PF03266,PF03376,PF06414,PF12846,PF13175,PF13191,PF13207,PF13304,PF13401,PF13476,PF13481,PF13555,PF13558,PF13671
ath:AT4G00467	PF00168
ath:AT2G35260	PF02517
ath:AT5G42060	PF01390,PF01930,PF03028,PF08766,PF11419
ath:AT5G16240	PF02915,PF03405
ath:AT3G01190	PF00141
ath:AT3G12800	PF00070,PF00106,PF01370,PF02719,PF08659,PF13561
ath:AT5G08790	PF02365
ath:AT3G61850	PF02701,PF12760
ath:AT3G52860	PF11594,PF12718,PF12998
ath:AT5G52340	PF03081,PF04136
ath:AT5G04830	PF07366,PF10184
ath:AT1G20980	PF00023,PF03110,PF12796,PF13637,PF13857
ath:AT2G31620	PF01657
ath:AT4G31100	PF00069,PF07645,PF07714,PF08488,PF12260,PF13947
ath:AT3G48730	PF00155,PF00202
ath:AT1G15310	PF00004,PF00448,PF01583,PF01656,PF02492,PF02514,PF02881,PF02978,PF03029,PF03205,PF06414,PF06745,PF08477,PF09439,PF13191,PF13207,PF13401,PF13604,PF13671
ath:AT1G79930	PF00012,PF02801,PF06723
ath:AT3G11470	PF01648
ath:AT1G07860	PF06636,PF08510
ath:AT1G33680	PF00013,PF07650,PF13014,PF13083
ath:AT5G66580	PF14009
ath:AT4G23650	PF00036,PF00069,PF06293,PF07714,PF10591,PF12763,PF13155,PF13202,PF13405,PF13499,PF13833,PF14531,PF14658
ath:AT1G77060	PF00463,PF02548,PF13714
ath:AT1G29550	PF01652
ath:AT2G30290	PF02225,PF06724,PF07645,PF12662,PF14670
ath:AT2G41900	PF00023,PF00642,PF12796,PF13606,PF13637,PF13857
ath:AT2G45860	PF12344
ath:AT3G07340	PF00010
ath:AT5G62940	PF02701
ath:AT5G48530	PF07209
ath:AT5G11270	PF00046,PF05642,PF05764,PF05920
ath:AT4G37890	PF00092,PF00097,PF00628,PF12678,PF12861,PF13519,PF13639,PF13768,PF13771,PF13832,PF13920,PF13923,PF14634
ath:AT4G19520	PF00560,PF00931,PF01582,PF07725,PF12799,PF13191,PF13401,PF13504,PF13676,PF13855
ath:AT2G17170	PF00069,PF07714
ath:AT3G15110	PF11282
ath:AT1G60720	PF00145,PF11497,PF13966
ath:AT2G26160	PF00646,PF03478
ath:AT5G07140	PF00069,PF06293,PF07714
ath:AT3G51210	PF00685
ath:AT3G29350	PF01627,PF15265
ath:AT2G40570	PF00782,PF04179,PF07197
ath:AT3G03700	PF04515
ath:AT1G02890	PF00004,PF00625,PF00910,PF01078,PF01695,PF02562,PF05496,PF06068,PF06414,PF07724,PF07726,PF07728,PF13086,PF13191,PF13207,PF13238,PF13245,PF13401,PF13481,PF13521,PF13671,PF14532
ath:AT1G10340	PF00023,PF12796,PF13606,PF13637,PF13857,PF13962
ath:AT1G74960	PF00108,PF00109,PF02801
ath:AT1G47600	PF00232
ath:AT5G43240	PF05056
ath:AT1G06210	PF00790,PF03127
ath:AT1G11880	PF04188
ath:AT1G32030	PF02362,PF03754
ath:AT3G02370	PF12928
ath:AT1G72090	PF00919,PF01938,PF04055
ath:AT1G24580	PF00097,PF11793,PF12678,PF12861,PF12906,PF13445,PF13639,PF13920,PF13923,PF14634
ath:AT2G22520	PF06413
ath:AT3G17940	PF01263,PF09466
ath:AT5G51010	PF00301,PF04049,PF05191,PF09723,PF13240
ath:AT5G35790	PF00479,PF02781
ath:AT5G09970	PF00067
ath:AT5G03500	PF02994,PF05983,PF09797,PF15219
ath:AT4G22000	PF10147
ath:AT4G13010	PF00107,PF08240,PF13602
ath:AT3G24060	PF05938
ath:AT2G44210	PF03080,PF14365
ath:AT5G57480	PF00004,PF00910,PF01078,PF01637,PF02463,PF04117,PF05496,PF05673,PF07728,PF13086,PF13191,PF13207,PF13245,PF13401,PF13476,PF13479,PF13521,PF13555,PF13671,PF14363
ath:AT4G27250	PF00106,PF01073,PF01370,PF02719,PF04321,PF05198,PF05368,PF07993,PF08659,PF13460
ath:AT4G14550	PF02309
ath:AT2G21190	PF00810,PF03609
ath:AT2G32800	PF00069,PF01636,PF07714,PF14531
ath:AT2G36760	PF00201,PF01522
ath:AT1G37007	PF12510
ath:AT1G47603	PF03151
ath:AT5G65250	PF13974
ath:AT5G17740	PF00004,PF00910,PF01637,PF01695,PF05496,PF05673,PF07728,PF13086,PF13191,PF13207,PF13245,PF13401,PF13479,PF13481,PF13555,PF14359,PF14363
ath:AT5G02170	PF01490
ath:AT4G28790	PF00010,PF07373
ath:AT3G06010	PF00176,PF00271,PF04851,PF14619
ath:AT5G53840	PF00646,PF04314,PF07723,PF08387,PF12937
ath:AT5G39430	PF07059
ath:AT3G46070	PF00096,PF08731,PF12171,PF12756,PF13894,PF13912
ath:AT3G20420	PF00035,PF00636,PF14622,PF14709
ath:AT1G51620	PF00069,PF07714
ath:AT4G32600	PF00097,PF02935,PF12678,PF12861,PF12906,PF13639,PF13920,PF13923,PF14634
ath:AT4G00315	PF00646,PF05389,PF07723,PF08387,PF12937
ath:AT1G64320	PF00038,PF01576,PF06810,PF07926,PF08317,PF10234,PF13166
ath:AT1G16810	PF08555,PF13936,PF13965
ath:AT1G73310	PF00450
ath:AT3G12970	PF15342
ath:AT3G21960	PF01657
ath:AT1G65860	PF00070,PF00743,PF00890,PF01134,PF01210,PF01262,PF01266,PF01488,PF01494,PF01593,PF01946,PF02254,PF02558,PF02737,PF02826,PF03446,PF03486,PF03721,PF04016,PF05834,PF07991,PF07992,PF12831,PF13241,PF13434,PF13450,PF13454,PF13460,PF13738
ath:AT5G26690	PF00403,PF00935,PF03927
ath:AT5G20220	PF00098
ath:AT3G56350	PF00081,PF02777
ath:AT3G24065	PF05938
ath:AT1G78560	PF01758,PF13593
ath:AT2G31790	PF00201,PF04101,PF13528
ath:AT1G15480	PF01535,PF08472,PF10602,PF13041,PF13812
ath:AT3G08840	PF01820,PF07478,PF13535
ath:AT4G31270	PF10545,PF13837,PF13873,PF13921
ath:AT4G05450	PF00111,PF06232,PF07007
ath:AT3G01040	PF01501,PF11254
ath:AT2G05970	PF00646,PF03478,PF12937
ath:AT2G21195	PF07851
ath:AT2G35110	PF09735
ath:AT2G27660	PF00130,PF00628,PF03107,PF07649
ath:AT5G30500	PF01501,PF11051
ath:AT4G18150	PF06972
ath:AT3G61700	PF09713
ath:AT2G23700	PF04784,PF14389
ath:AT5G56150	PF00179,PF05743,PF05773,PF14461
ath:AT5G08640	PF03171,PF14226
ath:AT4G32605	PF02330
ath:AT4G19690	PF02535
ath:AT3G24068	PF05938
ath:AT3G15280	PF04614,PF09954
ath:AT1G20830	PF09566
ath:AT5G44740	PF00817,PF11798,PF11799,PF14377
ath:AT4G01810	PF00626,PF00641,PF04810,PF04811,PF04815,PF08033
ath:AT3G11320	PF00892,PF03151,PF08449
ath:AT1G60890	PF01504,PF02493
ath:AT1G33530	PF00646,PF12937,PF13418
ath:AT2G37940	PF01569,PF07695,PF14360,PF14378
ath:AT5G66430	PF03492,PF13489
ath:AT5G18920	PF06747,PF08583,PF08991,PF11827,PF12355,PF12567
ath:AT4G23500	PF00295,PF12708,PF13229
ath:AT3G51380	PF00612
ath:AT1G07710	PF00023,PF01544,PF12796,PF13606,PF13637,PF13857,PF13962,PF14333
ath:AT3G12977	PF02365
ath:AT2G45710	PF01485,PF01667,PF02318
ath:AT1G29400	PF00076,PF04059,PF13893,PF14259
ath:AT5G58980	PF03170,PF04734
ath:AT3G47250	PF03140
ath:AT3G25560	PF00069,PF00560,PF07714,PF08263,PF08693,PF12799,PF13516,PF13855,PF14610
ath:AT1G69460	PF01105,PF13620
ath:AT2G30140	PF00201,PF13528
ath:AT4G37740	PF08879,PF08880,PF13891
ath:AT4G22170	PF00646,PF03478,PF09570,PF12937,PF13013
ath:AT4G13180	PF00106,PF01370,PF02610,PF08538,PF08659,PF13460,PF13561
ath:AT4G00480	PF00010,PF01000,PF12179,PF13291,PF14215
ath:AT2G17020	PF00646,PF12799,PF12937
ath:AT2G22690	PF00097,PF04201,PF04710,PF10607,PF13445,PF13639,PF13920,PF13923,PF14634,PF15227
ath:AT2G26010	PF00304,PF07333
ath:AT1G06380	PF00687
ath:AT2G44380	PF00130,PF00628,PF03107,PF07649,PF08746,PF13771,PF13832
ath:AT5G51180	PF01764,PF04083,PF05057,PF05990,PF07819,PF12695,PF12697
ath:AT3G29200	PF01817
ath:AT2G18560	PF00201,PF04101
ath:AT2G40420	PF01490,PF03222,PF10348,PF13520
ath:AT5G47050	PF05565,PF09856,PF11559,PF13920,PF13923,PF15604
ath:AT5G25360	PF13259
ath:AT3G43610	PF04130
ath:AT3G11325	PF01553
ath:AT1G74810	PF00955
ath:AT1G42525	PF02902
ath:AT5G61460	PF00005,PF02463,PF04513,PF04582,PF13166,PF13304,PF13476,PF13555,PF13558
ath:AT1G50250	PF00004,PF01078,PF01434,PF01695,PF05496,PF06068,PF06414,PF06480,PF07724,PF07728,PF13173,PF13191,PF13207,PF13245,PF13401,PF13481,PF13521,PF13671
ath:AT1G02740	PF05712,PF11717,PF15513
ath:AT1G11730	PF01762,PF02434,PF09258,PF13334
ath:AT5G35640	PF01936
ath:AT3G57850	PF09431
ath:AT3G02220	PF10217
ath:AT1G51790	PF00069,PF00560,PF07714,PF12799,PF12819,PF13516,PF13855,PF14531
ath:AT1G24430	PF02458
ath:AT1G64490	PF08766,PF08862,PF10198
ath:AT1G16980	PF00982,PF02358,PF08323
ath:AT2G14920	PF00685
ath:AT5G57330	PF01263
ath:AT5G09820	PF04755
ath:AT4G32770	PF14249
ath:AT4G14400	PF00023,PF12796,PF13606,PF13637,PF13857,PF13962,PF14666
ath:AT3G16460	PF01419
ath:AT2G36610	PF00046,PF02183,PF02582
ath:AT1G73480	PF00326,PF00561,PF01083,PF01738,PF01764,PF02230,PF03959,PF05448,PF12146,PF12695,PF12697,PF12740
ath:AT5G65100	PF04873,PF10500,PF11001
ath:AT5G49880	PF04156,PF05557
ath:AT4G27100	PF00566
ath:AT2G21040	PF00168,PF04081,PF15627
ath:AT5G20390	PF00332
ath:AT4G28640	PF02309
ath:AT4G04080	PF01592
ath:AT5G42080	PF00350,PF01031,PF01926,PF02212,PF08477
ath:AT5G16260	PF00076,PF13893,PF14237,PF14259
ath:AT3G60330	PF00122,PF00690,PF00702,PF08282,PF12710,PF13246,PF15346
ath:AT3G12820	PF00249,PF13921
ath:AT5G12300	PF00168,PF10337
ath:AT3G61870	PF12737,PF12759,PF13301
ath:AT3G52880	PF00070,PF01266,PF04820,PF07992,PF13738
ath:AT5G52360	PF00241
ath:AT5G04850	PF02996,PF03357,PF03938,PF09432
ath:AT3G56200	PF01490,PF03222
ath:AT1G15330	PF00571
ath:AT3G11490	PF00620,PF00786
ath:AT1G78410	PF05678
ath:AT4G31120	PF02475,PF05185,PF12847,PF13659,PF13847
ath:AT3G48750	PF00069,PF01633,PF01636,PF06293,PF07714,PF14531
ath:AT1G79950	PF00270,PF02671,PF04851,PF06733,PF13307
ath:AT1G55390	PF00130,PF03107,PF07649
ath:AT1G07880	PF00069,PF01636,PF06293,PF07714,PF14531
ath:AT2G21045	PF00581,PF01212
ath:AT1G37020	PF02902,PF09177,PF09331,PF14106
ath:AT4G23670	PF00407
ath:AT4G18000	PF07261
ath:AT3G07360	PF00514,PF13646
ath:AT1G77080	PF00319,PF00977,PF01486,PF04514,PF05843
ath:AT1G29570	PF00642
ath:AT2G27510	PF00111
ath:AT2G41920	PF00069,PF01163,PF01636,PF05445,PF07714
ath:AT2G45880	PF01373,PF05687
ath:AT5G56000	PF00183,PF02518,PF13589
ath:AT5G22900	PF00999
ath:AT5G11290	PF03140
ath:AT5G04853	PF02480,PF06024,PF06365,PF10003,PF11174,PF13908,PF14055,PF14575
ath:AT4G19540	PF00142,PF01656,PF02374,PF07015,PF09140,PF10609,PF13481,PF13614
ath:AT3G15130	PF00383,PF01535,PF12854,PF13041,PF13812,PF14432
ath:AT5G48550	PF00646
ath:AT2G17190	PF00240,PF00627,PF02845,PF10302,PF11543,PF11976,PF13881,PF14560
ath:AT1G60740	PF00578,PF08534
ath:AT2G26180	PF00612,PF13178
ath:AT5G07160	PF00170,PF02831,PF03131,PF04156,PF05103,PF05597,PF05873,PF06005,PF06156,PF07106,PF07716,PF14931
ath:AT3G03720	PF00324,PF13520,PF13906
ath:AT2G40590	PF01283,PF03692,PF09294
ath:AT5G58830	PF00082,PF05922
ath:AT4G15900	PF00400,PF08801,PF11715
ath:AT3G25410	PF01758
ath:AT1G47620	PF00067,PF09124
ath:AT1G56610	PF07723
ath:AT1G32050	PF04144,PF07544
ath:AT1G10360	PF00043,PF02798,PF13409,PF13410,PF13417,PF14497
ath:AT5G43260	PF00684,PF14354
ath:AT4G00330	PF00069,PF01636,PF07714
ath:AT1G06230	PF00439
ath:AT1G07885	PF14614
ath:AT1G69310	PF03106
ath:AT2G22540	PF00319,PF01486,PF06005,PF06156,PF07558,PF08946,PF08961,PF14662
ath:AT5G51030	PF00106,PF01073,PF01370,PF08659,PF13460,PF13561
ath:AT5G09990	PF06547,PF15319
ath:AT5G03520	PF00009,PF00025,PF00071,PF04670,PF08477,PF13924
ath:AT4G13030	PF00005,PF00448,PF00910,PF01926,PF03193,PF03205,PF04548,PF05673,PF06414,PF07693,PF07728,PF08298,PF08477,PF12775,PF13191,PF13555,PF13671
ath:AT3G24080	PF05178,PF12936
ath:AT2G04495	PF06372,PF14364
ath:AT2G18410	PF10483
ath:AT2G44230	PF06101
ath:AT2G36780	PF00201
ath:AT4G27270	PF00258,PF02525,PF03358
ath:AT4G14570	PF00326,PF00561,PF01738,PF05448,PF07676,PF07859,PF09435,PF12695,PF12697
ath:AT2G32820	PF11291
ath:AT5G65270	PF00009,PF00025,PF00071,PF01926,PF04670,PF08477,PF13173,PF13401
ath:AT5G39450	PF00646,PF12937
ath:AT5G17760	PF00004,PF00519,PF00910,PF01637,PF01695,PF05496,PF05673,PF07726,PF07728,PF08298,PF13086,PF13173,PF13191,PF13207,PF13245,PF13401,PF13479,PF13481,PF13521,PF13555,PF13671,PF14363
ath:AT5G13800	PF00561,PF00756,PF02230,PF03096,PF05728,PF10230,PF12695,PF12697
ath:AT5G02190	PF00026,PF14541,PF14543
ath:AT3G29375	PF03469,PF05823,PF15058,PF15246
ath:AT3G06030	PF00069,PF04763,PF07714,PF10707,PF14531
ath:AT5G53860	PF00684,PF03302,PF10762
ath:AT3G57700	PF00069,PF01636,PF07714,PF12260
ath:AT3G46090	PF00096,PF12171,PF12756,PF13894,PF13912
ath:AT3G03726	PF00646,PF03478
ath:AT3G20440	PF00128,PF02806
ath:AT1G51640	PF03081
ath:AT4G32620	PF10513
ath:AT4G00335	PF00097,PF11789,PF11793,PF12678,PF12861,PF12906,PF13445,PF13639,PF13920,PF13923,PF14570,PF14634,PF15227
ath:AT1G16830	PF00317,PF01535,PF12854,PF12895,PF13041,PF13428,PF13812
ath:AT1G73330	PF00197,PF15046
ath:AT3G12990	PF01019,PF01138,PF03725
ath:AT1G01260	PF00010,PF14215
ath:AT3G21980	PF01657,PF02116
ath:AT5G49730	PF00175,PF01736,PF01794,PF08022,PF08030
ath:AT5G12470	PF07172,PF11891
ath:AT3G56370	PF00069,PF00560,PF07714,PF08263,PF12799,PF13516,PF13855,PF14531
ath:AT3G08860	PF00202,PF11422
ath:AT1G78580	PF00982,PF02358,PF08323,PF13524
ath:AT3G16310	PF05172,PF14605
ath:AT1G65880	PF00501,PF13193
ath:AT5G65274	PF04699,PF09384,PF13646
ath:AT5G20240	PF00170,PF00319,PF01486,PF02183,PF02590,PF04977
ath:AT2G05990	PF12241,PF13561
ath:AT2G35130	PF01535,PF06239,PF08579,PF12854,PF12895,PF13041,PF13170,PF13424,PF13432,PF13812
ath:AT2G13440	PF00070,PF00890,PF00899,PF01134,PF01266,PF03486,PF07992,PF12831,PF13932
ath:AT4G31290	PF04752
ath:AT4G05470	PF00646,PF09372,PF12799,PF12937,PF13855
ath:AT3G01060	PF14234
